t 1 2 3 4 jK0100 jL0203 jL1
4.482e-05 4516.6 -15744.5 3257.87 10000 -13.0017 -13.0017 -247.921
4.483e-05 4752.38 -15526.7 3427.95 10000 -14.2278 -14.2278 -243.286
4.484e-05 4982.53 -15289.3 3593.95 10000 -15.4499 -15.4499 -238.419
4.485e-05 5206.82 -15032.4 3755.74 10000 -16.6667 -16.6667 -233.324
4.486e-05 5425.02 -14756 3913.13 10000 -17.8766 -17.8766 -228.008
4.487e-05 5636.94 -14460.4 4065.99 10000 -19.078 -19.078 -222.477
4.488e-05 5842.35 -14145.6 4214.16 10000 -20.2695 -20.2695 -216.737
4.489e-05 6041.08 -13811.8 4357.5 10000 -21.4494 -21.4494 -210.796
4.49e-05 6232.91 -13459.3 4495.87 10000 -22.6162 -22.6162 -204.659
4.491e-05 6417.68 -13088.2 4629.14 10000 -23.7685 -23.7685 -198.333
4.492e-05 6595.2 -12698.9 4757.2 10000 -24.9046 -24.9046 -191.827
4.493e-05 6765.32 -12291.4 4879.9 10000 -26.023 -26.023 -185.147
4.494e-05 6927.88 -11866.3 4997.16 10000 -27.1224 -27.1224 -178.3
4.495e-05 7082.72 -11423.7 5108.85 10000 -28.2011 -28.2011 -171.295
4.496e-05 7229.72 -10964 5214.88 10000 -29.2577 -29.2577 -164.139
4.497e-05 7368.73 -10487.6 5315.15 10000 -30.2907 -30.2907 -156.839
4.498e-05 7499.64 -9994.91 5409.58 10000 -31.2987 -31.2987 -149.405
4.499e-05 7622.33 -9486.27 5498.08 10000 -32.2803 -32.2803 -141.844
4.5e-05 7736.71 -8962.16 5580.58 10000 -33.234 -33.234 -134.165
4.501e-05 7842.67 -8423.02 5657.01 10000 -34.1585 -34.1585 -126.375
4.502e-05 7940.14 -7869.33 5727.32 10000 -35.0525 -35.0525 -118.484
4.503e-05 8029.04 -7301.6 5791.44 10000 -35.9146 -35.9146 -110.499
4.504e-05 8109.3 -6720.33 5849.33 10000 -36.7435 -36.7435 -102.43
4.505e-05 8180.87 -6126.08 5900.95 10000 -37.538 -37.538 -94.2847
4.506e-05 8243.69 -5519.4 5946.27 10000 -38.2968 -38.2968 -86.0724
4.507e-05 8297.75 -4900.88 5985.26 10000 -39.0188 -39.0188 -77.8017
4.508e-05 8343 -4271.11 6017.9 10000 -39.7027 -39.7027 -69.4813
4.509e-05 8379.43 -3630.7 6044.18 10000 -40.3476 -40.3476 -61.1201
4.51e-05 8407.03 -2980.31 6064.09 10000 -40.9522 -40.9522 -52.7269
4.511e-05 8425.81 -2320.56 6077.63 10000 -41.5156 -41.5156 -44.3105
4.512e-05 8435.77 -1652.14 6084.82 10000 -42.0368 -42.0368 -35.8797
4.513e-05 8436.93 -975.731 6085.66 10000 -42.5148 -42.5148 -27.4433
4.514e-05 8429.34 -292.024 6080.18 10000 -42.9487 -42.9487 -19.0102
4.515e-05 8413.02 398.267 6068.41 10000 -43.3377 -43.3377 -10.589
4.516e-05 8388.02 1094.42 6050.38 10000 -43.6809 -43.6809 -2.18849
4.517e-05 8354.41 1795.68 6026.13 10000 -43.9776 -43.9776 6.18273
4.518e-05 8312.25 2501.32 5995.72 10000 -44.2271 -44.2271 14.5161
4.519e-05 8261.62 3210.57 5959.2 10000 -44.4288 -44.4288 22.803
4.52e-05 8202.6 3922.65 5916.63 10000 -44.582 -44.582 31.0351
4.521e-05 8135.28 4636.8 5868.07 10000 -44.6861 -44.6861 39.204
4.522e-05 8059.78 5352.21 5813.61 10000 -44.7408 -44.7408 47.3016
4.523e-05 7976.19 6068.11 5753.32 10000 -44.7455 -44.7455 55.3196
4.524e-05 7884.65 6783.67 5687.29 10000 -44.7 -44.7 63.25
4.525e-05 7785.27 7498.1 5615.61 10000 -44.6037 -44.6037 71.0849
4.526e-05 7678.2 8210.58 5538.37 10000 -44.4566 -44.4566 78.8167
4.527e-05 7563.58 8920.3 5455.7 10000 -44.2584 -44.2584 86.4376
4.528e-05 7441.56 9626.44 5367.68 10000 -44.0089 -44.0089 93.9401
4.529e-05 7312.29 10328.2 5274.44 10000 -43.7081 -43.7081 101.317
4.53e-05 7175.95 11024.7 5176.1 10000 -43.356 -43.356 108.561
4.531e-05 7032.71 11715.2 5072.78 10000 -42.9525 -42.9525 115.666
4.532e-05 6882.75 12398.8 4964.61 10000 -42.4979 -42.4979 122.623
4.533e-05 6726.25 13074.7 4851.72 10000 -41.9921 -41.9921 129.428
4.534e-05 6563.41 13742.1 4734.26 10000 -41.4356 -41.4356 136.073
4.535e-05 6394.43 14400.2 4612.38 10000 -40.8285 -40.8285 142.551
4.536e-05 6219.51 15048.2 4486.21 10000 -40.1711 -40.1711 148.858
4.537e-05 6038.87 15685.3 4355.91 10000 -39.464 -39.464 154.988
4.538e-05 5852.72 16310.7 4221.63 10000 -38.7076 -38.7076 160.933
4.539e-05 5661.27 16923.5 4083.54 10000 -37.9024 -37.9024 166.69
4.54e-05 5464.77 17523.2 3941.8 10000 -37.049 -37.049 172.253
4.541e-05 5263.44 18108.7 3796.58 10000 -36.148 -36.148 177.618
4.542e-05 5057.51 18679.5 3648.04 10000 -35.2002 -35.2002 182.778
4.543e-05 4847.22 19234.8 3496.36 10000 -34.2063 -34.2063 187.73
4.544e-05 4632.82 19773.8 3341.71 10000 -33.1672 -33.1672 192.47
4.545e-05 4414.56 20295.8 3184.27 10000 -32.0837 -32.0837 196.994
4.546e-05 4192.67 20800.1 3024.22 10000 -30.9569 -30.9569 201.298
4.547e-05 3967.43 21286 2861.75 10000 -29.7876 -29.7876 205.378
4.548e-05 3739.07 21753 2697.04 10000 -28.577 -28.577 209.231
4.549e-05 3507.87 22200.2 2530.27 10000 -27.3261 -27.3261 212.855
4.55e-05 3274.07 22627.1 2361.63 10000 -26.0362 -26.0362 216.245
4.551e-05 3037.95 23033 2191.31 10000 -24.7084 -24.7084 219.401
4.552e-05 2799.76 23417.5 2019.5 10000 -23.344 -23.344 222.32
4.553e-05 2559.76 23779.8 1846.39 10000 -21.9444 -21.9444 225
4.554e-05 2318.23 24119.4 1672.17 10000 -20.5109 -20.5109 227.439
4.555e-05 2075.43 24435.9 1497.03 10000 -19.0449 -19.0449 229.636
4.556e-05 1831.62 24728.6 1321.17 10000 -17.5479 -17.5479 231.589
4.557e-05 1587.07 24997.2 1144.77 10000 -16.0214 -16.0214 233.299
4.558e-05 1342.04 25241.1 968.03 10000 -14.467 -14.467 234.763
4.559e-05 1096.8 25459.9 791.137 10000 -12.8861 -12.8861 235.983
4.56e-05 851.618 25653.2 614.282 10000 -11.2805 -11.2805 236.957
4.561e-05 606.747 25820.7 437.653 10000 -9.6519 -9.6519 237.686
4.562e-05 362.451 25961.9 261.44 10000 -8.00188 -8.00188 238.171
4.563e-05 118.991 26076.6 85.8292 10000 -6.33224 -6.33224 238.411
4.564e-05 -123.379 26164.4 -88.9945 10000 -4.64473 -4.64473 238.409
4.565e-05 -364.402 26225.1 -262.847 10000 -2.94117 -2.94117 238.165
4.566e-05 -603.827 26258.4 -435.548 10000 -1.22338 -1.22338 237.681
4.567e-05 -841.406 26264.1 -606.916 10000 0.506792 0.506792 236.959
4.568e-05 -1076.89 26242.1 -776.774 10000 2.24746 2.24746 236
4.569e-05 -1310.04 26192.2 -944.949 10000 3.99671 3.99671 234.806
4.57e-05 -1540.62 26114.2 -1111.27 10000 5.75264 5.75264 233.381
4.571e-05 -1768.39 26008 -1275.56 10000 7.5133 7.5133 231.726
4.572e-05 -1993.12 25873.7 -1437.66 10000 9.27674 9.27674 229.845
4.573e-05 -2214.58 25711.2 -1597.41 10000 11.041 11.041 227.742
4.574e-05 -2432.56 25520.4 -1754.64 10000 12.8041 12.8041 225.418
4.575e-05 -2646.84 25301.5 -1909.2 10000 14.564 14.564 222.878
4.576e-05 -2857.21 25054.4 -2060.94 10000 16.3187 16.3187 220.126
4.577e-05 -3063.45 24779.3 -2209.7 10000 18.0663 18.0663 217.166
4.578e-05 -3265.38 24476.4 -2355.35 10000 19.8047 19.8047 214.002
4.579e-05 -3462.79 24145.7 -2497.75 10000 21.532 21.532 210.637
4.58e-05 -3655.5 23787.4 -2636.75 10000 23.2461 23.2461 207.078
4.581e-05 -3843.32 23401.9 -2772.23 10000 24.945 24.945 203.329
4.582e-05 -4026.08 22989.3 -2904.06 10000 26.6268 26.6268 199.394
4.583e-05 -4203.61 22550 -3032.11 10000 28.2895 28.2895 195.279
4.584e-05 -4375.75 22084.2 -3156.28 10000 29.9311 29.9311 190.99
4.585e-05 -4542.34 21592.4 -3276.44 10000 31.5496 31.5496 186.531
4.586e-05 -4703.22 21074.8 -3392.49 10000 33.1432 33.1432 181.908
4.587e-05 -4858.27 20532 -3504.33 10000 34.7099 34.7099 177.127
4.588e-05 -5007.34 19964.4 -3611.85 10000 36.2478 36.2478 172.194
4.589e-05 -5150.3 19372.3 -3714.97 10000 37.7551 37.7551 167.116
4.59e-05 -5287.05 18756.5 -3813.61 10000 39.2298 39.2298 161.897
4.591e-05 -5417.45 18117.3 -3907.67 10000 40.6702 40.6702 156.545
4.592e-05 -5541.41 17455.3 -3997.08 10000 42.0746 42.0746 151.065
4.593e-05 -5658.84 16771.2 -4081.78 10000 43.4411 43.4411 145.465
4.594e-05 -5769.63 16065.5 -4161.7 10000 44.768 44.768 139.751
4.595e-05 -5873.72 15338.9 -4236.78 10000 46.0536 46.0536 133.929
4.596e-05 -5971.02 14592.1 -4306.96 10000 47.2964 47.2964 128.007
4.597e-05 -6061.47 13825.8 -4372.21 10000 48.4946 48.4946 121.991
4.598e-05 -6145.01 13040.7 -4432.47 10000 49.6468 49.6468 115.887
4.599e-05 -6221.6 12237.5 -4487.71 10000 50.7514 50.7514 109.704
4.6e-05 -6291.18 11417 -4537.9 10000 51.807 51.807 103.448
4.601e-05 -6353.74 10580.1 -4583.03 10000 52.8121 52.8121 97.1251
4.602e-05 -6409.24 9727.45 -4623.06 10000 53.7654 53.7654 90.7436
4.603e-05 -6457.66 8860 -4657.98 10000 54.6656 54.6656 84.3102
4.604e-05 -6498.99 7978.58 -4687.8 10000 55.5113 55.5113 77.8319
4.605e-05 -6533.24 7084.08 -4712.5 10000 56.3015 56.3015 71.3157
4.606e-05 -6560.41 6177.39 -4732.1 10000 57.0349 57.0349 64.7689
4.607e-05 -6580.51 5259.43 -4746.6 10000 57.7105 57.7105 58.1985
4.608e-05 -6593.56 4331.12 -4756.01 10000 58.3272 58.3272 51.6114
4.609e-05 -6599.6 3393.43 -4760.37 10000 58.8841 58.8841 45.0148
4.61e-05 -6598.67 2447.32 -4759.69 10000 59.3803 59.3803 38.4157
4.611e-05 -6590.8 1493.76 -4754.02 10000 59.8148 59.8148 31.821
4.612e-05 -6576.04 533.742 -4743.38 10000 60.1871 60.1871 25.2376
4.613e-05 -6554.47 -431.726 -4727.82 10000 60.4963 60.4963 18.6723
4.614e-05 -6526.15 -1401.63 -4707.39 10000 60.7419 60.7419 12.132
4.615e-05 -6491.15 -2374.95 -4682.14 10000 60.9232 60.9232 5.62334
4.616e-05 -6449.55 -3350.65 -4652.14 10000 61.0397 61.0397 -0.847015
4.617e-05 -6401.44 -4327.7 -4617.44 10000 61.0911 61.0911 -7.27251
4.618e-05 -6346.92 -5305.05 -4578.11 10000 61.077 61.077 -13.6467
4.619e-05 -6286.09 -6281.64 -4534.23 10000 60.9971 60.9971 -19.9632
4.62e-05 -6219.06 -7256.43 -4485.88 10000 60.8511 60.8511 -26.2158
4.621e-05 -6145.93 -8228.35 -4433.13 10000 60.6391 60.6391 -32.3983
4.622e-05 -6066.84 -9196.35 -4376.08 10000 60.3608 60.3608 -38.5047
4.623e-05 -5981.91 -10159.4 -4314.82 10000 60.0163 60.0163 -44.529
4.624e-05 -5891.27 -11116.3 -4249.44 10000 59.6057 59.6057 -50.4656
4.625e-05 -5795.06 -12066.2 -4180.05 10000 59.1292 59.1292 -56.3088
4.626e-05 -5693.43 -13007.9 -4106.73 10000 58.587 58.587 -62.0531
4.627e-05 -5586.51 -13940.5 -4029.62 10000 57.9793 57.9793 -67.693
4.628e-05 -5474.48 -14862.8 -3948.8 10000 57.3067 57.3067 -73.2235
4.629e-05 -5357.48 -15773.8 -3864.41 10000 56.5695 56.5695 -78.6395
4.63e-05 -5235.67 -16672.5 -3776.55 10000 55.7683 55.7683 -83.9361
4.631e-05 -5109.24 -17557.9 -3685.35 10000 54.9036 54.9036 -89.1085
4.632e-05 -4978.34 -18428.9 -3590.93 10000 53.9763 53.9763 -94.1523
4.633e-05 -4843.15 -19284.6 -3493.42 10000 52.9869 52.9869 -99.0631
4.634e-05 -4703.86 -20124 -3392.95 10000 51.9365 51.9365 -103.837
4.635e-05 -4560.65 -20946.1 -3289.65 10000 50.8257 50.8257 -108.469
4.636e-05 -4413.7 -21749.9 -3183.65 10000 49.6557 49.6557 -112.956
4.637e-05 -4263.2 -22534.6 -3075.09 10000 48.4275 48.4275 -117.294
4.638e-05 -4109.34 -23299.2 -2964.11 10000 47.1421 47.1421 -121.481
4.639e-05 -3952.32 -24042.7 -2850.86 10000 45.8008 45.8008 -125.512
4.64e-05 -3792.34 -24764.3 -2735.46 10000 44.4047 44.4047 -129.384
4.641e-05 -3629.6 -25463.2 -2618.07 10000 42.9553 42.9553 -133.095
4.642e-05 -3464.29 -26138.5 -2498.83 10000 41.4538 41.4538 -136.642
4.643e-05 -3296.61 -26789.3 -2377.88 10000 39.9017 39.9017 -140.022
4.644e-05 -3126.78 -27415 -2255.38 10000 38.3006 38.3006 -143.234
4.645e-05 -2954.99 -28014.6 -2131.47 10000 36.6519 36.6519 -146.275
4.646e-05 -2781.46 -28587.5 -2006.3 10000 34.9573 34.9573 -149.143
4.647e-05 -2606.38 -29132.9 -1880.01 10000 33.2184 33.2184 -151.837
4.648e-05 -2429.97 -29650.1 -1752.76 10000 31.437 31.437 -154.355
4.649e-05 -2252.42 -30138.5 -1624.7 10000 29.6149 29.6149 -156.696
4.65e-05 -2073.95 -30597.5 -1495.97 10000 27.7539 27.7539 -158.86
4.651e-05 -1894.77 -31026.3 -1366.72 10000 25.8559 25.8559 -160.844
4.652e-05 -1715.07 -31424.6 -1237.1 10000 23.9229 23.9229 -162.649
4.653e-05 -1535.06 -31791.6 -1107.26 10000 21.9567 21.9567 -164.274
4.654e-05 -1354.95 -32126.9 -977.338 10000 19.9594 19.9594 -165.719
4.655e-05 -1174.93 -32430.1 -847.49 10000 17.9331 17.9331 -166.984
4.656e-05 -995.208 -32700.6 -717.855 10000 15.88 15.88 -168.069
4.657e-05 -815.981 -32938 -588.577 10000 13.802 13.802 -168.974
4.658e-05 -637.445 -33142.1 -459.797 10000 11.7015 11.7015 -169.701
4.659e-05 -459.794 -33312.3 -331.655 10000 9.58052 9.58052 -170.25
4.66e-05 -283.22 -33448.5 -204.29 10000 7.44144 7.44144 -170.621
4.661e-05 -107.91 -33550.3 -77.837 10000 5.28646 5.28646 -170.817
4.662e-05 65.9481 -33617.6 47.5691 10000 3.1179 3.1179 -170.838
4.663e-05 238.173 -33650 171.797 10000 0.938045 0.938045 -170.686
4.664e-05 408.584 -33647.5 294.716 10000 -1.25076 -1.25076 -170.362
4.665e-05 577.006 -33609.9 416.201 10000 -3.44616 -3.44616 -169.87
4.666e-05 743.267 -33537.2 536.127 10000 -5.64579 -5.64579 -169.209
4.667e-05 907.197 -33429.2 654.372 10000 -7.84729 -7.84729 -168.384
4.668e-05 1068.63 -33286.1 770.817 10000 -10.0482 -10.0482 -167.396
4.669e-05 1227.41 -33107.7 885.348 10000 -12.2463 -12.2463 -166.248
4.67e-05 1383.39 -32894.2 997.852 10000 -14.439 -14.439 -164.943
4.671e-05 1536.4 -32645.7 1108.22 10000 -16.624 -16.624 -163.483
4.672e-05 1686.3 -32362.4 1216.35 10000 -18.7989 -18.7989 -161.872
4.673e-05 1832.95 -32044.3 1322.13 10000 -20.9612 -20.9612 -160.112
4.674e-05 1976.22 -31691.7 1425.47 10000 -23.1087 -23.1087 -158.207
4.675e-05 2115.96 -31304.9 1526.27 10000 -25.2388 -25.2388 -156.161
4.676e-05 2252.07 -30884.2 1624.44 10000 -27.3493 -27.3493 -153.977
4.677e-05 2384.4 -30429.9 1719.9 10000 -29.4378 -29.4378 -151.659
4.678e-05 2512.86 -29942.4 1812.56 10000 -31.502 -31.502 -149.21
4.679e-05 2637.33 -29422.1 1902.33 10000 -33.5394 -33.5394 -146.635
4.68e-05 2757.7 -28869.4 1989.16 10000 -35.548 -35.548 -143.938
4.681e-05 2873.87 -28284.8 2072.96 10000 -37.5253 -37.5253 -141.122
4.682e-05 2985.76 -27668.8 2153.66 10000 -39.4691 -39.4691 -138.192
4.683e-05 3093.28 -27022.1 2231.21 10000 -41.3773 -41.3773 -135.153
4.684e-05 3196.34 -26345.1 2305.55 10000 -43.2476 -43.2476 -132.008
4.685e-05 3294.87 -25638.5 2376.62 10000 -45.0779 -45.0779 -128.762
4.686e-05 3388.8 -24902.9 2444.38 10000 -46.8662 -46.8662 -125.421
4.687e-05 3478.07 -24139.1 2508.77 10000 -48.6102 -48.6102 -121.987
4.688e-05 3562.62 -23347.8 2569.76 10000 -50.3081 -50.3081 -118.467
4.689e-05 3642.4 -22529.6 2627.31 10000 -51.9578 -51.9578 -114.864
4.69e-05 3717.37 -21685.5 2681.38 10000 -53.5575 -53.5575 -111.184
4.691e-05 3787.49 -20816.2 2731.96 10000 -55.1051 -55.1051 -107.432
4.692e-05 3852.72 -19922.6 2779.01 10000 -56.599 -56.599 -103.612
4.693e-05 3913.05 -19005.5 2822.53 10000 -58.0373 -58.0373 -99.7289
4.694e-05 3968.45 -18065.8 2862.49 10000 -59.4184 -59.4184 -95.7882
4.695e-05 4018.9 -17104.6 2898.88 10000 -60.7405 -60.7405 -91.7945
4.696e-05 4064.41 -16122.6 2931.7 10000 -62.0021 -62.0021 -87.7529
4.697e-05 4104.96 -15121 2960.96 10000 -63.2016 -63.2016 -83.6682
4.698e-05 4140.57 -14100.7 2986.64 10000 -64.3376 -64.3376 -79.5454
4.699e-05 4171.25 -13062.7 3008.77 10000 -65.4086 -65.4086 -75.3895
4.7e-05 4197 -12008.1 3027.35 10000 -66.4134 -66.4134 -71.2054
4.701e-05 4217.86 -10938 3042.39 10000 -67.3506 -67.3506 -66.9979
4.702e-05 4233.85 -9853.47 3053.93 10000 -68.2191 -68.2191 -62.7721
4.703e-05 4245.01 -8755.58 3061.97 10000 -69.0177 -69.0177 -58.5327
4.704e-05 4251.37 -7645.48 3066.56 10000 -69.7454 -69.7454 -54.2845
4.705e-05 4252.99 -6524.3 3067.73 10000 -70.4013 -70.4013 -50.0323
4.706e-05 4249.9 -5393.22 3065.5 10000 -70.9843 -70.9843 -45.7808
4.707e-05 4242.17 -4253.39 3059.93 10000 -71.4937 -71.4937 -41.5348
4.708e-05 4229.86 -3106.01 3051.05 10000 -71.9288 -71.9288 -37.2988
4.709e-05 4213.04 -1952.27 3038.91 10000 -72.2889 -72.2889 -33.0773
4.71e-05 4191.77 -793.371 3023.57 10000 -72.5734 -72.5734 -28.8749
4.711e-05 4166.13 369.471 3005.08 10000 -72.7819 -72.7819 -24.696
4.712e-05 4136.21 1535.04 2983.49 10000 -72.9138 -72.9138 -20.5448
4.713e-05 4102.08 2702.1 2958.88 10000 -72.9689 -72.9689 -16.4257
4.714e-05 4063.84 3869.42 2931.29 10000 -72.9468 -72.9468 -12.3427
4.715e-05 4021.58 5035.78 2900.81 10000 -72.8476 -72.8476 -8.30001
4.716e-05 3975.39 6199.93 2867.5 10000 -72.671 -72.671 -4.30153
4.717e-05 3925.39 7360.63 2831.43 10000 -72.417 -72.417 -0.351134
4.718e-05 3871.68 8516.65 2792.69 10000 -72.0859 -72.0859 3.5474
4.719e-05 3814.36 9666.76 2751.34 10000 -71.6776 -71.6776 7.39042
4.72e-05 3753.55 10809.7 2707.48 10000 -71.1925 -71.1925 11.1744
4.721e-05 3689.37 11944.3 2661.18 10000 -70.631 -70.631 14.8958
4.722e-05 3621.93 13069.3 2612.54 10000 -69.9934 -69.9934 18.5515
4.723e-05 3551.35 14183.5 2561.63 10000 -69.2802 -69.2802 22.1381
4.724e-05 3477.77 15285.7 2508.55 10000 -68.4921 -68.4921 25.6527
4.725e-05 3401.3 16374.6 2453.4 10000 -67.6298 -67.6298 29.0922
4.726e-05 3322.09 17449.2 2396.26 10000 -66.6939 -66.6939 32.4539
4.727e-05 3240.25 18508.3 2337.23 10000 -65.6853 -65.6853 35.7351
4.728e-05 3155.92 19550.6 2276.4 10000 -64.6051 -64.6051 38.9332
4.729e-05 3069.25 20575.1 2213.88 10000 -63.454 -63.454 42.0458
4.73e-05 2980.36 21580.6 2149.77 10000 -62.2333 -62.2333 45.0706
4.731e-05 2889.4 22566 2084.16 10000 -60.9441 -60.9441 48.0054
4.732e-05 2796.5 23530.2 2017.15 10000 -59.5877 -59.5877 50.8484
4.733e-05 2701.81 24472.3 1948.85 10000 -58.1653 -58.1653 53.5976
4.734e-05 2605.47 25391 1879.35 10000 -56.6783 -56.6783 56.2512
4.735e-05 2507.61 26285.5 1808.77 10000 -55.1283 -55.1283 58.8077
4.736e-05 2408.39 27154.6 1737.2 10000 -53.5167 -53.5167 61.2657
4.737e-05 2307.95 27997.5 1664.75 10000 -51.8451 -51.8451 63.6239
4.738e-05 2206.42 28813.2 1591.52 10000 -50.1153 -50.1153 65.8811
4.739e-05 2103.96 29600.8 1517.61 10000 -48.329 -48.329 68.0363
4.74e-05 2000.7 30359.3 1443.13 10000 -46.4879 -46.4879 70.0886
4.741e-05 1896.79 31087.9 1368.18 10000 -44.5939 -44.5939 72.0374
4.742e-05 1792.37 31785.9 1292.85 10000 -42.649 -42.649 73.8819
4.743e-05 1687.57 32452.3 1217.26 10000 -40.6552 -40.6552 75.6219
4.744e-05 1582.54 33086.5 1141.5 10000 -38.6144 -38.6144 77.257
4.745e-05 1477.42 33687.6 1065.68 10000 -36.5289 -36.5289 78.7869
4.746e-05 1372.34 34255.1 989.883 10000 -34.4007 -34.4007 80.2118
4.747e-05 1267.43 34788.1 914.215 10000 -32.2321 -32.2321 81.5317
4.748e-05 1162.84 35286.2 838.771 10000 -30.0253 -30.0253 82.7468
4.749e-05 1058.69 35748.6 763.646 10000 -27.7826 -27.7826 83.8576
4.75e-05 955.111 36175 688.932 10000 -25.5064 -25.5064 84.8645
4.751e-05 852.228 36564.6 614.722 10000 -23.199 -23.199 85.7682
4.752e-05 750.169 36917.1 541.105 10000 -20.8628 -20.8628 86.5694
4.753e-05 649.053 37232 468.169 10000 -18.5004 -18.5004 87.269
4.754e-05 549 37508.9 396 10000 -16.1141 -16.1141 87.868
4.755e-05 450.128 37747.5 324.682 10000 -13.7066 -13.7066 88.3676
4.756e-05 352.548 37947.4 254.297 10000 -11.2803 -11.2803 88.7689
4.757e-05 256.371 38108.3 184.923 10000 -8.83789 -8.83789 89.0734
4.758e-05 161.704 38230.1 116.639 10000 -6.38187 -6.38187 89.2824
4.759e-05 68.6502 38312.5 49.5182 10000 -3.91489 -3.91489 89.3976
4.76e-05 -22.69 38355.3 -16.3666 10000 -1.43956 -1.43956 89.4206
4.761e-05 -112.22 38358.5 -80.9459 10000 1.04146 1.04146 89.3531
4.762e-05 -199.848 38321.9 -144.153 10000 3.52554 3.52554 89.1971
4.763e-05 -285.485 38245.7 -205.924 10000 6.01001 6.01001 88.9544
4.764e-05 -369.046 38129.6 -266.197 10000 8.4922 8.4922 88.6271
4.765e-05 -450.449 37973.9 -324.914 10000 10.9695 10.9695 88.2174
4.766e-05 -529.618 37778.7 -382.02 10000 13.4391 13.4391 87.7274
4.767e-05 -606.481 37544 -437.461 10000 15.8986 15.8986 87.1593
4.768e-05 -680.968 37270 -491.19 10000 18.3451 18.3451 86.5156
4.769e-05 -753.016 36957.1 -543.159 10000 20.776 20.776 85.7986
4.77e-05 -822.564 36605.3 -593.325 10000 23.1888 23.1888 85.0108
4.771e-05 -889.558 36215.2 -641.648 10000 25.5809 25.5809 84.1548
4.772e-05 -953.946 35786.9 -688.092 10000 27.9495 27.9495 83.233
4.773e-05 -1015.68 35321 -732.623 10000 30.2922 30.2922 82.2482
4.774e-05 -1074.72 34817.8 -775.209 10000 32.6064 32.6064 81.203
4.775e-05 -1131.03 34277.8 -815.826 10000 34.8896 34.8896 80.1001
4.776e-05 -1184.57 33701.6 -854.447 10000 37.1393 37.1393 78.9423
4.777e-05 -1235.32 33089.7 -891.054 10000 39.3531 39.3531 77.7324
4.778e-05 -1283.26 32442.6 -925.628 10000 41.5285 41.5285 76.4731
4.779e-05 -1328.35 31761.1 -958.155 10000 43.6631 43.6631 75.1673
4.78e-05 -1370.6 31045.7 -988.626 10000 45.7547 45.7547 73.8178
4.781e-05 -1409.98 30297.3 -1017.03 10000 47.8009 47.8009 72.4275
4.782e-05 -1446.49 29516.5 -1043.37 10000 49.7994 49.7994 70.9993
4.783e-05 -1480.13 28704.1 -1067.64 10000 51.7482 51.7482 69.536
4.784e-05 -1510.91 27861 -1089.84 10000 53.6449 53.6449 68.0404
4.785e-05 -1538.83 26987.9 -1109.98 10000 55.4876 55.4876 66.5156
4.786e-05 -1563.9 26085.8 -1128.06 10000 57.2742 57.2742 64.9642
4.787e-05 -1586.14 25155.6 -1144.1 10000 59.0027 59.0027 63.3892
4.788e-05 -1605.57 24198.2 -1158.12 10000 60.6712 60.6712 61.7933
4.789e-05 -1622.22 23214.6 -1170.12 10000 62.2779 62.2779 60.1794
4.79e-05 -1636.1 22205.8 -1180.14 10000 63.8209 63.8209 58.5503
4.791e-05 -1647.27 21172.9 -1188.19 10000 65.2985 65.2985 56.9086
4.792e-05 -1655.74 20116.8 -1194.3 10000 66.7092 66.7092 55.2571
4.793e-05 -1661.56 19038.7 -1198.51 10000 68.0512 68.0512 53.5984
4.794e-05 -1664.79 17939.7 -1200.83 10000 69.3231 69.3231 51.9352
4.795e-05 -1665.45 16821 -1201.31 10000 70.5235 70.5235 50.2701
4.796e-05 -1663.61 15683.6 -1199.98 10000 71.651 71.651 48.6056
4.797e-05 -1659.33 14528.7 -1196.89 10000 72.7042 72.7042 46.9441
4.798e-05 -1652.65 13357.6 -1192.07 10000 73.6821 73.6821 45.2881
4.799e-05 -1643.64 12171.5 -1185.58 10000 74.5835 74.5835 43.64
4.8e-05 -1632.36 10971.6 -1177.44 10000 75.4074 75.4074 42.002
4.801e-05 -1618.89 9759.1 -1167.73 10000 76.1528 76.1528 40.3764
4.802e-05 -1603.29 8535.33 -1156.47 10000 76.8188 76.8188 38.7653
4.803e-05 -1585.64 7301.54 -1143.74 10000 77.4046 77.4046 37.1708
4.804e-05 -1566.01 6059.03 -1129.58 10000 77.9096 77.9096 35.595
4.805e-05 -1544.48 4809.09 -1114.05 10000 78.3331 78.3331 34.0397
4.806e-05 -1521.12 3553.02 -1097.2 10000 78.6746 78.6746 32.5069
4.807e-05 -1496.03 2292.16 -1079.11 10000 78.9337 78.9337 30.9984
4.808e-05 -1469.29 1027.81 -1059.82 10000 79.11 79.11 29.5157
4.809e-05 -1440.98 -238.699 -1039.4 10000 79.2033 79.2033 28.0606
4.81e-05 -1411.2 -1506.03 -1017.91 10000 79.2134 79.2134 26.6345
4.811e-05 -1380.02 -2772.86 -995.426 10000 79.1402 79.1402 25.2389
4.812e-05 -1347.55 -4037.85 -972.004 10000 78.9838 78.9838 23.8751
4.813e-05 -1313.87 -5299.68 -947.713 10000 78.7442 78.7442 22.5444
4.814e-05 -1279.09 -6557 -922.621 10000 78.4216 78.4216 21.2479
4.815e-05 -1243.29 -7808.51 -896.796 10000 78.0164 78.0164 19.9867
4.816e-05 -1206.56 -9052.87 -870.306 10000 77.5288 77.5288 18.7618
4.817e-05 -1169.01 -10288.8 -843.222 10000 76.9594 76.9594 17.574
