t 1 2 3 4 5 6 7 jK0406 jL0406
2.65e-05 0.771619 10 -2.60561e-09 179.056 180 0.117031 -17.8939 -0.000373394 0.944297
2.66e-05 0.771712 10 -2.61535e-09 179.052 180 0.117225 -17.8935 -0.000380949 0.947876
2.67e-05 0.771804 10 -2.62509e-09 179.049 180 0.117419 -17.8931 -0.000373703 0.951454
2.68e-05 0.771897 10 -2.63483e-09 179.045 180 0.117613 -17.8927 -0.000380649 0.955033
2.69e-05 0.771988 10 -2.64456e-09 179.041 180 0.117807 -17.8924 -0.00037399 0.958611
2.7e-05 0.77208 10 -2.6543e-09 179.038 180 0.118001 -17.892 -0.000380375 0.96219
2.71e-05 0.772171 10 -2.66403e-09 179.034 180 0.118195 -17.8916 -0.000374256 0.965768
2.72e-05 0.772261 10 -2.67377e-09 179.031 180 0.118389 -17.8912 -0.000380126 0.969346
2.73e-05 0.772352 10 -2.6835e-09 179.027 180 0.118583 -17.8909 -0.000374503 0.972925
2.74e-05 0.772442 10 -2.69323e-09 179.024 180 0.118778 -17.8905 -0.000379899 0.976503
2.75e-05 0.772532 10 -2.70296e-09 179.02 180 0.118972 -17.8901 -0.000374733 0.980081
2.76e-05 0.772621 10 -2.71269e-09 179.016 180 0.119167 -17.8897 -0.000379694 0.983659
2.77e-05 0.77271 10 -2.72242e-09 179.013 180 0.119362 -17.8893 -0.000374947 0.987237
2.78e-05 0.772799 10 -2.73214e-09 179.009 180 0.119557 -17.889 -0.000379508 0.990815
2.79e-05 0.772887 10 -2.74187e-09 179.006 180 0.119752 -17.8886 -0.000375147 0.994392
2.8e-05 0.772976 10 -2.7516e-09 179.002 180 0.119947 -17.8882 -0.000379341 0.99797
2.81e-05 0.773063 10 -2.76132e-09 178.998 180 0.120142 -17.8878 -0.000375335 1.00155
2.82e-05 0.773151 10 -2.77104e-09 178.995 180 0.120337 -17.8875 -0.000379191 1.00513
2.83e-05 0.773238 10 -2.78077e-09 178.991 180 0.120533 -17.8871 -0.00037551 1.0087
2.84e-05 0.773325 10 -2.79049e-09 178.988 180 0.120729 -17.8867 -0.000379056 1.01228
2.85e-05 0.773412 10 -2.80021e-09 178.984 180 0.120925 -17.8863 -0.000375676 1.01586
2.86e-05 0.773498 10 -2.80993e-09 178.981 180 0.121121 -17.8859 -0.000378937 1.01943
2.87e-05 0.773584 10 -2.81965e-09 178.977 180 0.121317 -17.8856 -0.000375832 1.02301
2.88e-05 0.77367 10 -2.82936e-09 178.973 180 0.121514 -17.8852 -0.000378831 1.02659
2.89e-05 0.773755 10 -2.83908e-09 178.97 180 0.12171 -17.8848 -0.00037598 1.03017
2.9e-05 0.77384 10 -2.8488e-09 178.966 180 0.121907 -17.8844 -0.000378738 1.03374
2.91e-05 0.773925 10 -2.85851e-09 178.963 180 0.122104 -17.8841 -0.00037612 1.03732
2.92e-05 0.77401 10 -2.86822e-09 178.959 180 0.122301 -17.8837 -0.000378658 1.0409
2.93e-05 0.774094 10 -2.87794e-09 178.956 180 0.122499 -17.8833 -0.000376254 1.04447
2.94e-05 0.774178 10 -2.88765e-09 178.952 180 0.122697 -17.8829 -0.000378588 1.04805
2.95e-05 0.774262 10 -2.89736e-09 178.948 180 0.122895 -17.8826 -0.000376382 1.05163
2.96e-05 0.774345 10 -2.90707e-09 178.945 180 0.123093 -17.8822 -0.00037853 1.0552
2.97e-05 0.774428 10 -2.91678e-09 178.941 180 0.123291 -17.8818 -0.000376505 1.05878
2.98e-05 0.774511 10 -2.92649e-09 178.938 180 0.12349 -17.8814 -0.000378482 1.06236
2.99e-05 0.774594 10 -2.93619e-09 178.934 180 0.123689 -17.881 -0.000376623 1.06593
3e-05 0.774676 10 -2.9459e-09 178.931 180 0.123888 -17.8807 -0.000378443 1.06951
3.01e-05 0.774758 10 -2.9556e-09 178.927 180 0.124088 -17.8803 -0.000376738 1.07308
3.02e-05 0.77484 10 -2.96531e-09 178.923 180 0.124288 -17.8799 -0.000378413 1.07666
3.03e-05 0.774921 10 -2.97501e-09 178.92 180 0.124488 -17.8795 -0.000376849 1.08024
3.04e-05 0.775002 10 -2.98471e-09 178.916 180 0.124688 -17.8792 -0.000378392 1.08381
3.05e-05 0.775083 10 -2.99441e-09 178.913 180 0.124889 -17.8788 -0.000376958 1.08739
3.06e-05 0.775164 10 -3.00411e-09 178.909 180 0.12509 -17.8784 -0.000378379 1.09096
3.07e-05 0.775245 10 -3.01381e-09 178.905 180 0.125291 -17.878 -0.000377064 1.09454
3.08e-05 0.775325 10 -3.02351e-09 178.902 180 0.125492 -17.8776 -0.000378374 1.09811
3.09e-05 0.775405 10 -3.03321e-09 178.898 180 0.125694 -17.8773 -0.000377169 1.10169
3.1e-05 0.775484 10 -3.0429e-09 178.895 180 0.125897 -17.8769 -0.000378376 1.10527
3.11e-05 0.775564 10 -3.0526e-09 178.891 180 0.126099 -17.8765 -0.000377273 1.10884
3.12e-05 0.775643 10 -3.06229e-09 178.888 180 0.126302 -17.8761 -0.000378385 1.11242
3.13e-05 0.775722 10 -3.07199e-09 178.884 180 0.126506 -17.8758 -0.000377375 1.11599
3.14e-05 0.775801 10 -3.08168e-09 178.88 180 0.126709 -17.8754 -0.000378401 1.11957
3.15e-05 0.775879 10 -3.09137e-09 178.877 180 0.126913 -17.875 -0.000377477 1.12314
3.16e-05 0.775957 10 -3.10106e-09 178.873 180 0.127118 -17.8746 -0.000378424 1.12672
3.17e-05 0.776035 10 -3.11075e-09 178.87 180 0.127323 -17.8742 -0.000377579 1.13029
3.18e-05 0.776113 10 -3.12044e-09 178.866 180 0.127528 -17.8739 -0.000378453 1.13387
3.19e-05 0.77619 10 -3.13013e-09 178.863 180 0.127734 -17.8735 -0.000377681 1.13744
3.2e-05 0.776267 10 -3.13981e-09 178.859 180 0.12794 -17.8731 -0.000378489 1.14102
3.21e-05 0.776344 10 -3.1495e-09 178.855 180 0.128146 -17.8727 -0.000377784 1.14459
3.22e-05 0.776421 10 -3.15918e-09 178.852 180 0.128353 -17.8724 -0.00037853 1.14816
3.23e-05 0.776497 10 -3.16887e-09 178.848 180 0.128561 -17.872 -0.000377887 1.15174
3.24e-05 0.776574 10 -3.17855e-09 178.845 180 0.128768 -17.8716 -0.000378578 1.15531
3.25e-05 0.77665 10 -3.18823e-09 178.841 180 0.128977 -17.8712 -0.000377991 1.15889
3.26e-05 0.776726 10 -3.19791e-09 178.838 180 0.129186 -17.8708 -0.000378631 1.16246
3.27e-05 0.776801 10 -3.20759e-09 178.834 180 0.129395 -17.8705 -0.000378097 1.16604
3.28e-05 0.776876 10 -3.21727e-09 178.83 180 0.129604 -17.8701 -0.00037869 1.16961
3.29e-05 0.776951 10 -3.22695e-09 178.827 180 0.129815 -17.8697 -0.000378205 1.17318
3.3e-05 0.777026 10 -3.23663e-09 178.823 180 0.130025 -17.8693 -0.000378754 1.17676
3.31e-05 0.777101 10 -3.2463e-09 178.82 180 0.130237 -17.8689 -0.000378314 1.18033
3.32e-05 0.777175 10 -3.25598e-09 178.816 180 0.130448 -17.8686 -0.000378824 1.18391
3.33e-05 0.77725 10 -3.26565e-09 178.813 180 0.130661 -17.8682 -0.000378425 1.18748
3.34e-05 0.777324 10 -3.27532e-09 178.809 180 0.130873 -17.8678 -0.0003789 1.19105
3.35e-05 0.777397 10 -3.285e-09 178.805 180 0.131087 -17.8674 -0.000378539 1.19463
3.36e-05 0.777471 10 -3.29467e-09 178.802 180 0.131301 -17.8671 -0.000378981 1.1982
3.37e-05 0.777544 10 -3.30434e-09 178.798 180 0.131515 -17.8667 -0.000378655 1.20177
3.38e-05 0.777617 10 -3.31401e-09 178.795 180 0.13173 -17.8663 -0.000379067 1.20535
3.39e-05 0.77769 10 -3.32367e-09 178.791 180 0.131946 -17.8659 -0.000378774 1.20892
3.4e-05 0.777763 10 -3.33334e-09 178.788 180 0.132162 -17.8655 -0.000379159 1.21249
3.41e-05 0.777835 10 -3.34301e-09 178.784 180 0.132379 -17.8652 -0.000378896 1.21607
3.42e-05 0.777908 10 -3.35267e-09 178.78 180 0.132597 -17.8648 -0.000379257 1.21964
3.43e-05 0.77798 10 -3.36234e-09 178.777 180 0.132815 -17.8644 -0.000379022 1.22321
3.44e-05 0.778051 10 -3.372e-09 178.773 180 0.133034 -17.864 -0.00037936 1.22678
3.45e-05 0.778123 10 -3.38166e-09 178.77 180 0.133253 -17.8636 -0.000379151 1.23036
3.46e-05 0.778194 10 -3.39132e-09 178.766 180 0.133473 -17.8633 -0.000379468 1.23393
3.47e-05 0.778266 10 -3.40098e-09 178.763 180 0.133694 -17.8629 -0.000379283 1.2375
3.48e-05 0.778337 10 -3.41064e-09 178.759 180 0.133916 -17.8625 -0.000379582 1.24108
3.49e-05 0.778408 10 -3.4203e-09 178.755 180 0.134138 -17.8621 -0.00037942 1.24465
3.5e-05 0.778478 10 -3.42996e-09 178.752 180 0.134361 -17.8617 -0.000379702 1.24822
3.51e-05 0.778549 10 -3.43962e-09 178.748 180 0.134584 -17.8614 -0.000379561 1.25179
3.52e-05 0.778619 10 -3.44927e-09 178.745 180 0.134809 -17.861 -0.000379827 1.25536
3.53e-05 0.778689 10 -3.45893e-09 178.741 180 0.135034 -17.8606 -0.000379706 1.25894
3.54e-05 0.778759 10 -3.46858e-09 178.738 180 0.13526 -17.8602 -0.000379959 1.26251
3.55e-05 0.778828 10 -3.47823e-09 178.734 180 0.135486 -17.8598 -0.000379855 1.26608
3.56e-05 0.778898 10 -3.48788e-09 178.73 180 0.135714 -17.8595 -0.000380096 1.26965
3.57e-05 0.778967 10 -3.49754e-09 178.727 180 0.135942 -17.8591 -0.00038001 1.27322
3.58e-05 0.779036 10 -3.50719e-09 178.723 180 0.136171 -17.8587 -0.00038024 1.2768
3.59e-05 0.779105 10 -3.51683e-09 178.72 180 0.136401 -17.8583 -0.000380169 1.28037
3.6e-05 0.779173 10 -3.52648e-09 178.716 180 0.136632 -17.8579 -0.000380389 1.28394
3.61e-05 0.779242 10 -3.53613e-09 178.713 180 0.136864 -17.8576 -0.000380334 1.28751
3.62e-05 0.77931 10 -3.54577e-09 178.709 180 0.137096 -17.8572 -0.000380546 1.29108
3.63e-05 0.779378 10 -3.55542e-09 178.705 180 0.13733 -17.8568 -0.000380504 1.29465
3.64e-05 0.779446 10 -3.56506e-09 178.702 180 0.137564 -17.8564 -0.000380709 1.29823
3.65e-05 0.779514 10 -3.57471e-09 178.698 180 0.137799 -17.856 -0.00038068 1.3018
3.66e-05 0.779581 10 -3.58435e-09 178.695 180 0.138035 -17.8557 -0.000380878 1.30537
3.67e-05 0.779649 10 -3.59399e-09 178.691 180 0.138272 -17.8553 -0.000380863 1.30894
3.68e-05 0.779716 10 -3.60363e-09 178.688 180 0.138511 -17.8549 -0.000381055 1.31251
3.69e-05 0.779783 10 -3.61327e-09 178.684 180 0.13875 -17.8545 -0.000381051 1.31608
3.7e-05 0.77985 10 -3.62291e-09 178.68 180 0.13899 -17.8541 -0.000381239 1.31965
3.71e-05 0.779916 10 -3.63254e-09 178.677 180 0.139231 -17.8538 -0.000381247 1.32322
3.72e-05 0.779983 10 -3.64218e-09 178.673 180 0.139473 -17.8534 -0.00038143 1.32679
3.73e-05 0.780049 10 -3.65182e-09 178.67 180 0.139716 -17.853 -0.000381449 1.33036
3.74e-05 0.780115 10 -3.66145e-09 178.666 180 0.139961 -17.8526 -0.000381629 1.33393
3.75e-05 0.780181 10 -3.67108e-09 178.663 180 0.140206 -17.8522 -0.000381658 1.3375
3.76e-05 0.780247 10 -3.68072e-09 178.659 180 0.140453 -17.8519 -0.000381836 1.34108
3.77e-05 0.780312 10 -3.69035e-09 178.655 180 0.1407 -17.8515 -0.000381876 1.34465
3.78e-05 0.780378 10 -3.69998e-09 178.652 180 0.140949 -17.8511 -0.000382051 1.34822
3.79e-05 0.780443 10 -3.70961e-09 178.648 180 0.141199 -17.8507 -0.000382101 1.35179
3.8e-05 0.780508 10 -3.71924e-09 178.645 180 0.141451 -17.8503 -0.000382275 1.35536
3.81e-05 0.780573 10 -3.72886e-09 178.641 180 0.141703 -17.8499 -0.000382334 1.35893
3.82e-05 0.780638 10 -3.73849e-09 178.638 180 0.141957 -17.8496 -0.000382508 1.3625
3.83e-05 0.780702 10 -3.74812e-09 178.634 180 0.142212 -17.8492 -0.000382576 1.36607
3.84e-05 0.780766 10 -3.75774e-09 178.63 180 0.142468 -17.8488 -0.00038275 1.36964
3.85e-05 0.780831 10 -3.76737e-09 178.627 180 0.142725 -17.8484 -0.000382827 1.37321
3.86e-05 0.780895 10 -3.77699e-09 178.623 180 0.142984 -17.848 -0.000383002 1.37678
3.87e-05 0.780959 10 -3.78661e-09 178.62 180 0.143245 -17.8476 -0.000383088 1.38034
3.88e-05 0.781022 10 -3.79623e-09 178.616 180 0.143506 -17.8473 -0.000383264 1.38391
3.89e-05 0.781086 10 -3.80585e-09 178.613 180 0.143769 -17.8469 -0.000383359 1.38748
3.9e-05 0.781149 10 -3.81547e-09 178.609 180 0.144034 -17.8465 -0.000383537 1.39105
3.91e-05 0.781212 10 -3.82509e-09 178.605 180 0.1443 -17.8461 -0.000383641 1.39462
3.92e-05 0.781276 10 -3.83471e-09 178.602 180 0.144567 -17.8457 -0.000383821 1.39819
3.93e-05 0.781338 10 -3.84432e-09 178.598 180 0.144836 -17.8453 -0.000383933 1.40176
3.94e-05 0.781401 10 -3.85394e-09 178.595 180 0.145106 -17.845 -0.000384116 1.40533
3.95e-05 0.781464 10 -3.86355e-09 178.591 180 0.145379 -17.8446 -0.000384237 1.4089
3.96e-05 0.781526 10 -3.87316e-09 178.588 180 0.145652 -17.8442 -0.000384423 1.41247
3.97e-05 0.781588 10 -3.88278e-09 178.584 180 0.145928 -17.8438 -0.000384553 1.41604
3.98e-05 0.781651 10 -3.89239e-09 178.58 180 0.146204 -17.8434 -0.000384743 1.4196
3.99e-05 0.781713 10 -3.902e-09 178.577 180 0.146483 -17.843 -0.000384882 1.42317
4e-05 0.781774 10 -3.91161e-09 178.573 180 0.146764 -17.8427 -0.000385077 1.42674
4.01e-05 0.781836 10 -3.92122e-09 178.57 180 0.147046 -17.8423 -0.000385225 1.43031
4.02e-05 0.781898 10 -3.93082e-09 178.566 180 0.14733 -17.8419 -0.000385424 1.43388
4.03e-05 0.781959 10 -3.94043e-09 178.563 180 0.147616 -17.8415 -0.000385581 1.43745
4.04e-05 0.78202 10 -3.95003e-09 178.559 180 0.147903 -17.8411 -0.000385786 1.44102
4.05e-05 0.782081 10 -3.95964e-09 178.555 180 0.148193 -17.8407 -0.000385953 1.44458
4.06e-05 0.782142 10 -3.96924e-09 178.552 180 0.148484 -17.8403 -0.000386164 1.44815
4.07e-05 0.782203 10 -3.97885e-09 178.548 180 0.148778 -17.84 -0.00038634 1.45172
4.08e-05 0.782263 10 -3.98845e-09 178.545 180 0.149074 -17.8396 -0.000386558 1.45529
4.09e-05 0.782324 10 -3.99805e-09 178.541 180 0.149371 -17.8392 -0.000386745 1.45886
4.1e-05 0.782384 10 -4.00765e-09 178.538 180 0.149671 -17.8388 -0.00038697 1.46242
4.11e-05 0.782444 10 -4.01725e-09 178.534 180 0.149973 -17.8384 -0.000387167 1.46599
4.12e-05 0.782504 10 -4.02684e-09 178.53 180 0.150277 -17.838 -0.000387399 1.46956
4.13e-05 0.782564 10 -4.03644e-09 178.527 180 0.150584 -17.8376 -0.000387607 1.47313
4.14e-05 0.782624 10 -4.04604e-09 178.523 180 0.150892 -17.8372 -0.000387849 1.47669
4.15e-05 0.782683 10 -4.05563e-09 178.52 180 0.151203 -17.8369 -0.000388068 1.48026
4.16e-05 0.782743 10 -4.06523e-09 178.516 180 0.151517 -17.8365 -0.000388318 1.48383
4.17e-05 0.782802 10 -4.07482e-09 178.513 180 0.151833 -17.8361 -0.000388549 1.4874
4.18e-05 0.782861 10 -4.08441e-09 178.509 180 0.152151 -17.8357 -0.00038881 1.49096
4.19e-05 0.78292 10 -4.094e-09 178.506 180 0.152472 -17.8353 -0.000389053 1.49453
4.2e-05 0.782979 10 -4.10359e-09 178.502 180 0.152796 -17.8349 -0.000389325 1.4981
4.21e-05 0.783038 10 -4.11318e-09 178.498 180 0.153122 -17.8345 -0.000389581 1.50166
4.22e-05 0.783097 10 -4.12277e-09 178.495 180 0.153451 -17.8341 -0.000389864 1.50523
4.23e-05 0.783155 10 -4.13236e-09 178.491 180 0.153783 -17.8337 -0.000390134 1.5088
4.24e-05 0.783213 10 -4.14194e-09 178.488 180 0.154118 -17.8334 -0.00039043 1.51236
4.25e-05 0.783271 10 -4.15153e-09 178.484 180 0.154456 -17.833 -0.000390715 1.51593
4.26e-05 0.78333 10 -4.16111e-09 178.481 180 0.154796 -17.8326 -0.000391024 1.5195
4.27e-05 0.783387 10 -4.1707e-09 178.477 180 0.15514 -17.8322 -0.000391324 1.52306
4.28e-05 0.783445 10 -4.18028e-09 178.473 180 0.155487 -17.8318 -0.000391647 1.52663
4.29e-05 0.783503 10 -4.18986e-09 178.47 180 0.155837 -17.8314 -0.000391964 1.5302
4.3e-05 0.78356 10 -4.19944e-09 178.466 180 0.156191 -17.831 -0.000392303 1.53376
4.31e-05 0.783618 10 -4.20902e-09 178.463 180 0.156548 -17.8306 -0.000392637 1.53733
4.32e-05 0.783675 10 -4.2186e-09 178.459 180 0.156908 -17.8302 -0.000392994 1.5409
4.33e-05 0.783732 10 -4.22818e-09 178.456 180 0.157272 -17.8298 -0.000393347 1.54446
4.34e-05 0.783789 10 -4.23775e-09 178.452 180 0.15764 -17.8294 -0.000393721 1.54803
4.35e-05 0.783846 10 -4.24733e-09 178.448 180 0.158011 -17.829 -0.000394094 1.55159
4.36e-05 0.783903 10 -4.2569e-09 178.445 180 0.158387 -17.8286 -0.000394489 1.55516
4.37e-05 0.783959 10 -4.26648e-09 178.441 180 0.158766 -17.8283 -0.000394883 1.55872
4.38e-05 0.784016 10 -4.27605e-09 178.438 180 0.159149 -17.8279 -0.000395299 1.56229
4.39e-05 0.784072 10 -4.28562e-09 178.434 180 0.159537 -17.8275 -0.000395717 1.56586
4.4e-05 0.784128 10 -4.29519e-09 178.431 180 0.159929 -17.8271 -0.000396156 1.56942
4.41e-05 0.784184 10 -4.30476e-09 178.427 180 0.160325 -17.8267 -0.000396599 1.57299
4.42e-05 0.78424 10 -4.31433e-09 178.423 180 0.160726 -17.8263 -0.000397063 1.57655
4.43e-05 0.784296 10 -4.3239e-09 178.42 180 0.161132 -17.8259 -0.000397533 1.58012
4.44e-05 0.784352 10 -4.33347e-09 178.416 180 0.161542 -17.8255 -0.000398025 1.58368
4.45e-05 0.784407 10 -4.34303e-09 178.413 180 0.161957 -17.8251 -0.000398524 1.58725
4.46e-05 0.784463 10 -4.3526e-09 178.409 180 0.162378 -17.8247 -0.000399047 1.59081
4.47e-05 0.784518 10 -4.36216e-09 178.406 180 0.162804 -17.8243 -0.000399578 1.59438
4.48e-05 0.784573 10 -4.37173e-09 178.402 180 0.163235 -17.8239 -0.000400133 1.59794
4.49e-05 0.784628 10 -4.38129e-09 178.399 180 0.163672 -17.8235 -0.000400699 1.60151
4.5e-05 0.784683 10 -4.39085e-09 178.395 180 0.164114 -17.8231 -0.00040129 1.60507
4.51e-05 0.784738 10 -4.40041e-09 178.391 180 0.164563 -17.8227 -0.000401895 1.60864
4.52e-05 0.784793 10 -4.40997e-09 178.388 180 0.165017 -17.8223 -0.000402526 1.6122
4.53e-05 0.784847 10 -4.41953e-09 178.384 180 0.165478 -17.8219 -0.000403172 1.61576
4.54e-05 0.784902 10 -4.42909e-09 178.381 180 0.165946 -17.8215 -0.000403847 1.61933
4.55e-05 0.784956 10 -4.43864e-09 178.377 180 0.166421 -17.8211 -0.00040454 1.62289
4.56e-05 0.78501 10 -4.4482e-09 178.374 180 0.166902 -17.8207 -0.000405262 1.62646
4.57e-05 0.785065 10 -4.45775e-09 178.37 180 0.167391 -17.8203 -0.000406007 1.63002
4.58e-05 0.785119 10 -4.46731e-09 178.366 180 0.167887 -17.8199 -0.000406783 1.63359
4.59e-05 0.785172 10 -4.47686e-09 178.363 180 0.168392 -17.8195 -0.000407584 1.63715
4.6e-05 0.785226 10 -4.48641e-09 178.359 180 0.168904 -17.819 -0.000408419 1.64071
4.61e-05 0.78528 10 -4.49596e-09 178.356 180 0.169425 -17.8186 -0.000409284 1.64428
4.62e-05 0.785333 10 -4.50551e-09 178.352 180 0.169954 -17.8182 -0.000410186 1.64784
4.63e-05 0.785387 10 -4.51506e-09 178.349 180 0.170493 -17.8178 -0.000411122 1.6514
4.64e-05 0.78544 10 -4.52461e-09 178.345 180 0.171041 -17.8174 -0.000412099 1.65497
4.65e-05 0.785493 10 -4.53416e-09 178.342 180 0.171599 -17.817 -0.000413114 1.65853
4.66e-05 0.785546 10 -4.5437e-09 178.338 180 0.172168 -17.8166 -0.000414175 1.66209
4.67e-05 0.785599 10 -4.55325e-09 178.334 180 0.172747 -17.8162 -0.00041528 1.66566
4.68e-05 0.785652 10 -4.56279e-09 178.331 180 0.173337 -17.8157 -0.000416436 1.66922
4.69e-05 0.785705 10 -4.57234e-09 178.327 180 0.173939 -17.8153 -0.000417643 1.67278
4.7e-05 0.785757 10 -4.58188e-09 178.324 180 0.174553 -17.8149 -0.000418909 1.67635
4.71e-05 0.78581 10 -4.59142e-09 178.32 180 0.17518 -17.8145 -0.000420232 1.67991
4.72e-05 0.785862 10 -4.60096e-09 178.317 180 0.17582 -17.8141 -0.000421622 1.68347
4.73e-05 0.785915 10 -4.6105e-09 178.313 180 0.176474 -17.8137 -0.00042308 1.68704
4.74e-05 0.785967 10 -4.62004e-09 178.309 180 0.177143 -17.8132 -0.000424613 1.6906
4.75e-05 0.786019 10 -4.62958e-09 178.306 180 0.177828 -17.8128 -0.000426226 1.69416
4.76e-05 0.786071 10 -4.63911e-09 178.302 180 0.178528 -17.8124 -0.000427926 1.69772
4.77e-05 0.786123 10 -4.64865e-09 178.299 180 0.179246 -17.812 -0.000429719 1.70129
4.78e-05 0.786174 10 -4.65818e-09 178.295 180 0.179982 -17.8115 -0.000431614 1.70485
4.79e-05 0.786226 10 -4.66772e-09 178.292 180 0.180737 -17.8111 -0.000433619 1.70841
4.8e-05 0.786277 10 -4.67725e-09 178.288 180 0.181513 -17.8107 -0.000435745 1.71197
4.81e-05 0.786329 10 -4.68678e-09 178.285 180 0.182309 -17.8102 -0.000438001 1.71554
4.82e-05 0.78638 10 -4.69631e-09 178.281 180 0.183129 -17.8098 -0.000440401 1.7191
4.83e-05 0.786431 10 -4.70584e-09 178.277 180 0.183973 -17.8093 -0.000442958 1.72266
4.84e-05 0.786482 10 -4.71537e-09 178.274 180 0.184842 -17.8089 -0.000445689 1.72622
4.85e-05 0.786533 10 -4.7249e-09 178.27 180 0.18574 -17.8085 -0.000448611 1.72978
4.86e-05 0.786584 10 -4.73443e-09 178.267 180 0.186666 -17.808 -0.000451746 1.73334
4.87e-05 0.786635 10 -4.74395e-09 178.263 180 0.187625 -17.8076 -0.000455115 1.73691
4.88e-05 0.786686 10 -4.75348e-09 178.26 180 0.188617 -17.8071 -0.000458749 1.74047
4.89e-05 0.786736 10 -4.763e-09 178.256 180 0.189646 -17.8066 -0.000462678 1.74403
4.9e-05 0.786787 10 -4.77253e-09 178.252 180 0.190715 -17.8062 -0.000466939 1.74759
4.91e-05 0.786837 10 -4.78205e-09 178.249 180 0.191827 -17.8057 -0.000471576 1.75115
4.92e-05 0.786887 10 -4.79157e-09 178.245 180 0.192986 -17.8052 -0.000476641 1.75471
4.93e-05 0.786937 10 -4.80109e-09 178.242 180 0.194196 -17.8048 -0.000482195 1.75827
4.94e-05 0.786988 10 -4.81061e-09 178.238 180 0.195463 -17.8043 -0.000488312 1.76183
4.95e-05 0.787037 10 -4.82013e-09 178.235 180 0.196791 -17.8038 -0.000495083 1.7654
4.96e-05 0.787087 10 -4.82965e-09 178.231 180 0.198188 -17.8033 -0.000502616 1.76896
4.97e-05 0.787137 10 -4.83916e-09 178.228 180 0.199662 -17.8028 -0.000511047 1.77252
4.98e-05 0.787187 10 -4.84868e-09 178.224 180 0.201222 -17.8023 -0.000520547 1.77608
4.99e-05 0.787236 10 -4.85819e-09 178.22 180 0.202879 -17.8018 -0.00053133 1.77964
5e-05 0.787286 10 -4.86771e-09 178.217 180 0.204646 -17.8012 -0.000543673 1.7832
5.01e-05 0.787335 10 -4.87722e-09 178.213 180 0.206539 -17.8007 -0.000557937 1.78676
5.02e-05 0.787384 10 -4.88673e-09 178.21 180 0.208579 -17.8001 -0.000574606 1.79032
5.03e-05 0.787433 10 -4.89624e-09 178.206 180 0.210791 -17.7995 -0.000594336 1.79388
5.04e-05 0.787482 10 -4.90575e-09 178.203 180 0.213207 -17.7989 -0.000618048 1.79744
5.05e-05 0.787531 10 -4.91526e-09 178.199 180 0.215871 -17.7983 -0.000647065 1.801
5.06e-05 0.78758 10 -4.92477e-09 178.196 180 0.218839 -17.7977 -0.000683365 1.80456
5.07e-05 0.787629 10 -4.93428e-09 178.192 180 0.222193 -17.797 -0.000730033 1.80812
5.08e-05 0.787677 10 -4.94378e-09 178.188 180 0.22605 -17.7962 -0.000792148 1.81168
5.09e-05 0.787726 10 -4.95329e-09 178.185 180 0.230588 -17.7954 -0.000878677 1.81523
5.1e-05 0.787774 10 -4.96279e-09 178.181 180 0.236106 -17.7945 -0.00100696 1.81879
5.11e-05 0.787822 10 -4.97229e-09 178.178 180 0.243147 -17.7935 -0.00121504 1.82235
5.12e-05 0.78787 10 -4.9818e-09 178.174 180 0.252875 -17.7921 -0.00160385 1.82591
5.13e-05 0.787917 10 -4.9913e-09 178.171 180 0.268582 -17.7902 -0.00254073 1.82947
5.14e-05 0.787959 10 -5.0008e-09 178.168 180 0.307729 -17.786 -0.00665778 1.83303
5.15e-05 0.787971 10 -5.0103e-09 178.167 180 0.49277 -17.7674 -0.0338913 1.83658
5.16e-05 0.787971 10 -5.0198e-09 178.167 180 0.910401 -17.7256 -0.0693792 1.84013
5.17e-05 0.787971 10 -5.02929e-09 178.167 180 1.78062 -17.6386 -0.104743 1.84367
5.18e-05 0.787971 10 -5.03879e-09 178.167 180 3.00383 -17.5163 -0.139898 1.84718
5.19e-05 0.787971 10 -5.04829e-09 178.167 180 4.57719 -17.359 -0.174774 1.85067
5.2e-05 0.787971 10 -5.05778e-09 178.167 180 6.49755 -17.1669 -0.2093 1.85412
5.21e-05 0.787971 10 -5.06728e-09 178.167 180 8.76108 -16.9406 -0.243407 1.85753
5.22e-05 0.787971 10 -5.07677e-09 178.167 180 11.3633 -16.6804 -0.277028 1.8609
5.23e-05 0.787971 10 -5.08626e-09 178.167 180 14.2989 -16.3868 -0.310095 1.8642
5.24e-05 0.787971 10 -5.09575e-09 178.167 180 17.5621 -16.0605 -0.342542 1.86745
5.25e-05 0.787971 10 -5.10524e-09 178.167 180 21.1463 -15.7021 -0.374305 1.87062
5.26e-05 0.787971 10 -5.11473e-09 178.167 180 25.0444 -15.3122 -0.405319 1.87373
5.27e-05 0.787971 10 -5.12422e-09 178.167 180 29.2486 -14.8918 -0.435523 1.87675
5.28e-05 0.787971 10 -5.13371e-09 178.167 180 33.7505 -14.4416 -0.464857 1.87968
5.29e-05 0.787971 10 -5.14319e-09 178.167 180 38.5411 -13.9626 -0.493261 1.88252
5.3e-05 0.787971 10 -5.15268e-09 178.167 180 43.6108 -13.4556 -0.520679 1.88526
5.31e-05 0.787971 10 -5.16216e-09 178.167 180 48.9495 -12.9217 -0.547056 1.8879
5.32e-05 0.787971 10 -5.17164e-09 178.167 180 54.5465 -12.362 -0.57234 1.89043
5.33e-05 0.787971 10 -5.18113e-09 178.167 180 60.3906 -11.7776 -0.59648 1.89284
